HPO,UMLS
0010073,C4024071
0010074,C4024070
0010075,C1851855
0010076,C4024069
0010077,C4024068
0010078,C4024067
0010079,C4024066
0010080,C4024065
0010081,C4024064
0010082,C4024063
0010083,C4024062
0010084,C4021339
0010085,C4024061
0010086,C4021338
0010087,C4024060
0010088,C4024059
0010089,C4024058
0010090,C4024057
0010091,C4024056
0010092,C4024055
0010093,C4024054
0010094,C4024053
0010095,C4024052
0010096,C4024051
0010097,C4021337
0010098,C4024050
0010099,C4024049
0010100,C4021336
0010101,C1855005
0010102,C4024048
0010103,C4021335
0010104,C1863382
0010105,C1841688
0010106,C4024047
0010107,C1862159
0010109,C1865992
0010110,C4024046
0010111,C4021334
0010112,C4021333
0010113,C4020906
0010114,C4024045
0010115,C4024044
0010116,C4024043
0010117,C4024042
0010118,C4024041
0010119,C4024040
0010120,C4024039
0010121,C4024038
0010122,C4024037
0010123,C4024036
0010124,C4024035
0010125,C4024034
0010126,C4024033
0010127,C4024032
0010128,C4024031
0010129,C4024030
0010130,C4024029
0010131,C4024028
0010132,C4024027
0010133,C4024026
0010134,C4024025
0010135,C4024024
0010136,C4024023
0010137,C4024022
0010138,C4024021
0010139,C4024020
0010140,C4024019
0010141,C4024018
0010142,C4024017
0010143,C4024016
0010144,C4024015
0010145,C4024014
0010146,C4024013
0010147,C4024012
0010148,C4024011
0010149,C4024010
0010150,C4024009
0010151,C4024008
0010152,C4024007
0010153,C4024006
0010154,C4024005
0010155,C4024004
0010156,C4024003
0010157,C4024002
0010158,C4024001
0010159,C4024000
0010160,C4023999
0010161,C4023998
0010162,C4023997
0010163,C4023996
0010164,C4023995
0010165,C4023994
0010166,C4023993
0010167,C4023992
0010168,C4023991
0010169,C4023990
0010170,C4023989
0010171,C4021332
0010172,C4023988
0010173,C4023987
0010174,C4023986
0010175,C4021331
0010176,C4021330
0010177,C4023985
0010178,C4021329
0010179,C4023984
0010180,C4023983
0010181,C4021328
0010182,C4023982
0010183,C4023981
0010184,C4021327
0010185,C4020773
0010186,C4023980
0010187,C4021325
0010188,C4021324
0010189,C4023979
0010190,C4021323
0010191,C4023978
0010192,C4023977
0010193,C4021322
0010194,C4023976
0010195,C4023975
0010196,C4021321
0010197,C4021320
0010198,C4023974
0010199,C4021319
0010200,C4023973
0010201,C4023972
0010202,C4021318
0010203,C4021317
0010204,C4023971
0010205,C4021316
0010206,C4021315
0010207,C4021314
0010208,C4021313
0010209,C4023970
0010210,C4023969
0010211,C4021312
0010212,C4021311
0010213,C4023968
0010214,C4023967
0010215,C4023966
0010219,C4023965
0010220,C4023964
0010221,NA
0010222,C4023962
0010223,C4023961
0010224,C4023960
0010225,C4023959
0010226,C4023958
0010227,C4023957
0010228,C4021310
0010229,C4021309
0010230,C1859480
0010231,C1865036
0010232,C4021308
0010233,C4021307
0010234,C1857651
0010235,C4021306
0010236,C4021305
0010237,C4021304
0010238,C4021303
0010239,C1862096
0010241,C1860606
0010242,C4021302
0010243,C4023956
0010244,C4023955
0010245,C4023954
0010246,C4023953
0010247,C4023952
0010248,C4023951
0010249,C4023950
0010250,C4023949
0010251,C4023948
0010252,C4021301
0010253,C4023947
0010254,C4023946
0010255,C4023945
0010256,C4023944
0010257,C4023943
0010258,C4023942
0010259,C1860828
0010260,C4023941
0010261,C4023940
0010262,C4023939
0010263,C4023938
0010264,C4023937
0010265,C4023936
0010266,C4023935
0010267,C4023934
0010268,C4023933
0010269,C4023932
0010270,C4023931
0010271,C4023930
0010272,C4023929
0010273,C4023928
0010274,C4023927
0010275,C4023926
0010276,C4023925
0010277,C4023924
0010278,C4023923
0010280,C0038362
0010281,C1856026
0010282,C2053440
0010284,C0399483
0010285,C4023921
0010286,C0036093
0010287,C4023920
0010288,C4023919
0010289,C1398533
0010290,C1398301
0010291,C4021300
0010292,C0266121
0010293,C4023917
0010294,C2032780
0010295,C4023916
0010296,C0152415
0010297,C0266111
0010298,C0155964
0010299,C4021299
0010300,C4023915
0010301,C0027794
0010302,C0037930
0010303,C4023914
0010304,C4023913
0010305,C0344490
0010306,C0426789
0010307,C0038450
0010308,C4023912
0010309,C0265696
0010310,C0008733
0010311,C4023911
0010312,C1854013
0010313,C0020565
0010314,C0425772
0010315,C4023910
0010316,C0013481
0010317,C4021298
0010318,C4023909
0010319,C4023908
0010320,C4023907
0010321,C4023906
0010322,C4023905
0010323,C4023904
0010324,C4023903
0010325,C4023902
0010326,C4021297
0010327,C4021296
0010328,C4023901
0010329,C4023900
0010330,C4023899
0010331,C1862698
0010332,C4021295
0010333,C4021294
0010334,C4023898
0010335,C4023897
0010336,C4023896
0010337,C4023895
0010338,C4021293
0010339,C4021292
0010340,C4023894
0010341,C4023893
0010342,C4023892
0010343,C4023891
0010344,C4021291
0010345,C4021290
0010347,C4023890
0010348,C4023889
0010349,C4021289
0010350,C4021288
0010351,C4023888
0010352,C4021287
0010353,C4023887
0010354,C4023886
0010355,C4021286
0010356,C4023885
0010357,C4023884
0010358,C4023883
0010359,C4023882
0010360,C4023881
0010361,C4021285
0010362,C4021284
0010363,C4021825
0010364,C4021283
0010365,C4023880
0010366,C4023879
0010367,C4021282
0010368,C4023878
0010369,C4023877
0010370,C4023876
0010371,C4023875
0010372,C4023874
0010373,C4021281
0010374,C4021280
0010375,C4023873
0010376,C4021279
0010377,C4023872
0010378,C4023871
0010379,C4021278
0010380,C4023870
0010381,C4023869
0010382,C4023868
0010383,C4023867
0010384,C4023866
0010385,C4021277
0010386,C4021276
0010387,C4023865
0010388,C4021275
0010389,C4023864
0010390,C4023863
0010391,C4020903
0010392,C4023862
0010393,C4023861
0010394,C4023860
0010395,C4023859
0010396,C4023858
0010397,C4023857
0010398,C4023856
0010399,C4023855
0010400,C4023854
0010401,C4023853
0010402,C4023852
0010403,C4021274
0010404,C4023851
0010405,C4023850
0010406,C4023849
0010407,C4023848
0010408,C4023847
0010409,C4023846
0010410,C4023845
0010411,C4023844
0010412,C4021273
0010413,C4023843
0010414,C4023842
0010415,C4023841
0010416,C4023840
0010417,C4023839
0010418,C4023838
0010419,C4023837
0010420,C4023836
0010421,C4021272
0010422,C4021271
0010423,C4021270
0010424,C4023835
0010425,C4023834
0010426,C4023833
0010427,C4023832
0010428,C4023831
0010429,C4023830
0010430,C4023829
0010431,C4021269
0010432,C4021268
0010433,C4021267
0010434,C4023828
0010435,C4021266
0010436,C4023827
0010437,C4021265
0010438,C4021264
0010440,C4023826
0010441,C4023825
0010442,C0152427
0010443,C4023824
0010444,C0034088
0010445,C0344735
0010446,C0040963
0010447,C0205929
0010448,C0266190
0010450,C0014866
0010451,C4023823
0010452,C0266632
0010453,C4021263
0010454,C3808270
0010455,C3150931
0010456,C4023822
0010457,NA
0010458,C0238394
0010459,C0266361
0010460,C4023820
0010461,C4023819
0010462,C4023818
0010463,C0266368
0010464,C0266371
0010465,C0271616
0010468,C4023817
0010469,C4023816
0010470,C0266430
0010471,C4023815
0010472,C4023814
0010473,C0151861
0010474,C0005683
0010475,C0345217
0010476,C4023813
0010477,C4023812
0010478,C4023811
0010479,C0266357
0010480,C0041970
0010481,C0266345
0010482,C4023810
0010483,C4023809
0010484,C0575518
0010485,C4023808
0010486,C4023807
0010487,C1861395
0010488,C4023806
0010489,C4021262
0010490,C0221199
0010491,C4021261
0010492,C0158736
0010493,C4021260
0010494,C4023805
0010495,C4023804
0010496,C4023803
0010497,C0037205
0010498,C0265666
0010499,C0857276
0010500,C4023802
0010501,C4021259
0010502,C4023801
0010503,C3276742
0010504,C4021864
0010505,C4023800
0010506,C4021258
0010507,C4023799
0010508,C4082144
0010509,C4021257
0010510,C4023798
0010511,C3150613
0010512,C0271750
0010513,C4023797
0010514,C0020506
0010515,C3278004
0010516,C0040115
0010517,C4023795
0010518,C0040124
0010519,C4021256
0010521,C1510417
0010522,C0476254
0010523,C0002018
0010524,C0001816
0010525,C0234509
0010526,C0234144
0010527,C0234505
0010528,C0234512
0010529,C0013528
0010530,C0030214
0010531,C3697670
0010532,C0522357
0010533,C0546878
0010534,C0338591
0010535,C0037315
0010536,C0520680
0010537,C0410935
0010538,C4023794
0010539,C1856231
0010540,C4023793
0010541,C0263417
0010542,C0155379
0010543,C0242567
0010544,C0271386
0010545,C0585544
0010546,C0231531
0010547,C0026825
0010548,C0751359
0010549,C4021255
0010550,C0030486
0010551,C4023792
0010553,C0085637
0010554,C4021254
0010557,C1446712
0010558,C4023791
0010559,C1844702
0010560,C4021253
0010561,C1969185
0010562,C0022548
0010564,C0339864
0010565,C4023790
0010566,C0018552
0010567,C4023789
0010568,C4023788
0010569,C1849185
0010570,C4023787
0010571,C4023786
0010574,C4021252
0010575,C4021251
0010576,C4021250
0010577,C4021862
0010578,C4023785
0010579,C1865037
0010580,C1833328
0010582,C1846449
0010583,C1856911
0010584,C1841685
0010585,C1846803
0010587,C4023784
0010588,C0151628
0010590,C4023783
0010591,C4023782
0010592,C4023781
0010593,C4023780
0010594,C4023779
0010595,C4023778
0010596,C4023777
0010597,C4023776
0010598,C4023775
0010599,C4023774
0010600,C4023773
0010601,C4023772
0010602,C3277187
0010603,C1708604
0010604,C0155218
0010605,C0007933
0010606,C0019917
0010607,C0019919
0010608,C0085690
0010609,C0037293
0010610,C0423776
0010612,C1852301
0010614,C0016045
0010615,C0206731
0010616,C1334444
0010617,C1096654
0010618,C0149951
0010619,C0178421
0010620,C1858732
0010621,C1834737
0010622,C2732838
0010624,C1856749
0010625,C0032008
0010626,C4021249
0010627,C0948740
0010628,C0376175
0010629,C4023770
0010630,C4021248
0010631,C4023769
0010632,C4023768
0010633,C4023767
0010634,C4023766
0010635,C4023765
0010636,C0266484
0010637,C0268402
0010638,C4023764
0010639,C1833667
0010640,C4023763
0010641,C4021861
0010643,C4023762
0010644,C1840238
0010645,C4023761
0010646,C0410652
0010647,C4023760
0010648,C1836646
0010649,C4023759
0010650,C4020770
0010651,C4023758
0010652,C4023757
0010653,C4021247
0010654,C4023756
0010655,C1859126
0010656,C4021246
0010657,C4023755
0010658,C4023754
0010659,C4021245
0010660,C4021244
0010661,C4023753
0010662,C4023752
0010663,C4021243
0010664,C1834930
0010665,C3810018
0010666,C4023751
0010667,C4023750
0010668,C4023749
0010669,C4021242
0010672,C4023748
0010674,C4023747
0010675,C4020768
0010676,C0400843
0010677,C0270327
0010678,C4023746
0010679,C4021240
0010680,C4023745
0010681,C4023744
0010682,C4023743
0010683,C4023742
0010684,C4023741
0010685,C4023740
0010686,C4023739
0010687,C4023738
0010688,C4023737
0010689,C1851100
0010690,C4021239
0010691,C4021238
0010692,C4023736
0010693,C1833118
0010694,C4023735
0010695,C4023734
0010696,C2025392
0010697,C1392099
0010698,C4021237
0010699,C4023733
0010700,NA
0010701,C1855755
0010702,C0020455
0010704,C4023732
0010705,C4023731
0010706,C4023730
0010707,C4023729
0010708,C4023728
0010709,C4021236
0010710,C4023727
0010711,C4023726
0010712,C4023725
0010713,C4021235
0010714,C4021234
0010715,C4023724
0010716,C4023723
0010717,C0158738
0010719,C4023722
0010720,C4023721
0010721,C3280303
0010722,C1168239
0010723,C4023720
0010724,C4021828
0010726,C4021233
0010727,C4023719
0010728,C4023718
0010729,C2216370
0010730,C0431449
0010731,C4023717
0010732,C4023716
0010733,C1854409
0010734,C0016063
0010735,C0016065
0010736,C0016064
0010739,C0029455
0010740,C0265513
0010741,C0235886
0010742,C0522035
0010743,C1849020
0010744,C4021232
0010745,C4021231
0010746,C4023715
0010747,C1844562
0010748,C4021230
0010749,C0005742
0010750,C0423124
0010751,C1849227
0010752,C0685786
0010753,C4023714
0010754,C0266941
0010755,C0399519
0010756,C4023713
0010757,C4023712
0010758,C4023711
0010759,C2749369
0010760,C3553754
0010761,C1851059
0010762,C0008487
0010763,C4021229
0010764,C2748682
0010765,C4023710
0010766,C3806226
0010767,C4023709
0010769,C0031925
0010770,C0031925
0010771,C3537055
0010772,C0036400
0010773,C0158634
0010774,C4023708
0010775,C0221214
0010776,C4023707
0010777,C4023706
0010778,C4023705
0010779,C4019074
0010780,C0034880
0010781,C0578531
0010782,C4023704
0010783,C0016382
0010784,C0042138
0010785,C4021228
0010786,C0042076
0010787,C0679347
0010788,C0039590
0010789,C4023703
0010790,C4023702
0010791,C0023600
0010793,C0544857
0010794,C4023701
0010795,C4023700
0010796,C0677865
0010797,C0206734
0010798,C0406814
0010799,C0031941
0010800,C2053435
0010801,C4021227
0010802,C4023699
0010803,C3275452
0010804,C1839767
0010805,C3553471
0010806,C1856202
0010807,C0266061
0010808,C0241442
0010809,C3693299
0010810,C4023697
0010811,C4023696
0010812,C1401781
0010813,C4023695
0010814,C4023694
0010815,C3854181
0010816,C0334082
0010817,C3854181
0010818,C1836508
0010819,C0270846
0010820,C4023693
0010821,C0270820
0010822,C0235068
0010823,C4023692
0010824,C4021226
0010825,C4021225
0010826,C4021224
0010827,C4021223
0010828,C0278152
0010829,C4021222
0010830,C4021221
0010831,C1856691
0010832,C4023691
0010833,C4023690
0010834,C4021220
0010835,C0278136
0010836,C4020766
0010837,C0240997
0010838,C1848459
0010839,C4023688
0010841,C4021219
0010843,C4021218
0010844,C4023687
0010845,C4021217
0010846,C4021216
0010847,C4023686
0010848,C4023685
0010849,C4020765
0010850,C4023683
0010851,C1969156
0010852,C3552821
0010853,C4021215
0010854,C4021214
0010855,C4021213
0010856,C4021212
0010857,C4021211
0010858,C4023682
0010859,C0233286
0010860,C0233283
0010861,C0426146
0010862,C4023681
0010863,C0454642
0010864,C0036857
0010865,C0029121
0010866,C0238577
0010867,C0004134
0010868,C4023680
0010869,C0234355
0010871,C0037921
0010872,C0520888
0010873,C0742191
0010874,C0221253
0010875,C1531651
0010876,C4020763
0010877,C4023678
0010878,C0948242
0010879,C4023677
0010880,C4023676
0010881,C0266785
0010882,C0242855
0010883,C0265843
0010884,C4023675
0010885,C0029445
0010886,C0029421
0010888,C4023674
0010889,C0022682
0010890,C0029376
0010891,C0036310
0010892,C4023673
0010893,C4023672
0010894,C4023671
0010895,C4023670
0010896,C0268563
0010897,C4023669
0010898,C4023668
0010899,C4023667
0010900,C4023666
0010901,C4023665
0010902,C4023664
0010903,C4023663
0010904,C4023662
0010905,NA
0010906,C0220992
0010907,C4023661
0010908,C4023660
0010909,C4023659
0010910,C0268573
0010911,C0268576
0010912,C4023658
0010913,C4023657
0010914,C4023656
0010915,C4023655
0010916,C4023654
0010917,C4023653
0010918,C4023652
0010919,C4023651
0010920,C1861821
0010921,C1392104
0010922,C0524524
0010923,C1112768
0010924,C4023650
0010925,C4023649
0010926,C1861832
0010927,C4023648
0010928,NA
0010929,C4023646
0010930,C4023645
0010931,C4023644
0010932,C4020762
0010933,C4023642
0010934,C0220988
0010935,C4023641
0010936,C4023640
0010937,C4023639
0010938,C2164724
0010939,C4023637
0010940,C4023636
0010941,C0339850
0010942,C4023634
0010943,C2936423
0010944,C4023633
0010945,C2317073
0010946,C1868864
0010947,C4023632
0010948,C4021210
0010949,C4023631
0010950,C4023630
0010951,C4023629
0010952,C4023628
0010953,C0549423
0010954,C0265856
0010955,C0549253
0010956,C2931117
0010957,C0238506
0010958,C1609433
0010959,C0010668
0010960,C0006288
0010961,C4023627
0010962,C4023626
0010963,C4023625
0010964,C4023624
0010965,C4023623
0010966,C4021209
0010967,C4020761
0010968,C4023622
0010969,C4023621
0010970,C4023620
0010971,C4023619
0010972,C0392708
0010974,C4023618
0010975,C4021208
0010976,C1855067
0010977,C4023617
0010978,C4023616
0010979,C4023615
0010980,C0020476
0010981,C0020623
0010982,C1148552
0010983,C1136026
0010984,C4023614
0010985,C4023613
0010987,C4023612
0010988,C4023611
0010989,C4023610
0010990,C4023609
0010991,C4023608
0010992,C0042025
0010993,C4021207
0010994,C4023607
0010995,C4023606
0010996,C4023605
0010997,C4021206
0010998,C4023604
0010999,C4023603
0011000,C4023602
0011001,C0029464
0011002,C0029454
0011003,C0271183
0011004,C0151489
0011005,C1392669
0011006,C4023601
0011008,C4021204
0011009,C0205178
0011010,C0205191
0011011,C0205365
0011012,C4023600
0011013,C4023599
0011014,C4023598
0011015,C4023597
0011016,C4023596
0011017,C4023595
0011018,C4023594
0011019,C4023593
0011020,C4023592
0011021,C4023591
0011022,C4023590
0011023,C4023589
0011024,C0012242
0011025,C4023587
0011026,C4023586
0011027,C0281842
0011028,C4020760
0011029,C1390214
0011030,C4023584
0011031,C4023583
0011032,C2364164
0011033,C4023581
0011034,C0002726
0011035,C4023580
0011036,C4023579
0011037,C3887784
0011038,C4023578
0011039,C1856660
0011040,C4023577
0011041,C4023576
0011042,C4023575
0011043,C4023574
0011044,C4023573
0011045,C4023572
0011046,C4023571
0011047,C4023570
0011048,C4023569
0011049,C4023568
0011050,C4023567
0011051,C4023566
0011052,C4023565
0011053,C4023564
0011054,C4021203
0011055,C4023563
0011056,C4023562
0011057,C4023561
0011058,C4023560
0011059,C4023559
0011060,C0011430
0011061,C4023557
0011062,C4023556
0011063,C4023555
0011064,C4023554
0011065,C1856136
0011067,C0040457
0011068,C0028882
0011069,C0040457
0011070,C4023553
0011071,C4023552
0011072,C0399379
0011073,C4023551
0011074,C4023550
0011075,C4023549
0011076,C4023548
0011077,C4023547
0011078,C4023546
0011079,C0040456
0011080,C4023545
0011081,C4023544
0011082,C4023543
0011083,C4023542
0011084,C4023541
0011085,C4023540
0011086,C4023539
0011087,C0266034
0011088,C0011320
0011089,C0016873
0011090,C0016873
0011091,C0266033
0011092,C0266024
0011093,C1404304
0011094,C0266063
0011095,C0596028
0011096,C0878575
0011097,C0037769
0011098,C0264611
0011099,C0154694
0011100,C0021828
0011102,C0266176
0011103,C0344916
0011104,C4023537
0011105,C0546817
0011106,C0546884
0011107,C0038363
0011108,C0581354
0011109,C0149516
0011110,C0040425
0011111,C4023536
0011112,C4023535
0011113,C4023534
0011114,C4023533
0011115,C4023532
0011116,C4023531
0011117,C4023530
0011118,C4023529
0011119,C4021202
0011120,C0264169
0011121,C4023528
0011122,C4023527
0011123,C0011603
0011124,C4023526
0011125,C4023525
0011126,C1384594
0011127,C1396126
0011128,C4023524
0011129,C4023523
0011130,C4023522
0011131,C0240705
0011132,C4023521
0011133,C4021850
0011134,C0239574
0011135,C4023520
0011136,C2677485
0011137,C4023519
0011138,C4023518
0011139,C4021201
0011140,C0266019
0011141,C0036646
0011142,C1832423
0011143,C2880562
0011144,C4023517
0011145,C4023516
0011146,NA
0011147,C0014553
0011148,NA
0011149,C4023513
0011150,C4023512
0011151,C4023511
0011152,C4023510
0011153,C0016399
0011154,C4023509
0011155,NA
0011156,NA
0011157,C0236018
0011158,C1838063
0011159,C4023506
0011160,C0233766
0011161,C4023504
0011162,C4023503
0011163,C4023502
0011164,C4021200
0011165,C1850765
0011166,C4023501
0011167,C0752324
0011168,C4023500
0011169,C4023499
0011170,C0393702
0011171,C0149886
0011172,C0751057
0011173,C4023498
0011174,C4023497
0011175,C0422846
0011176,C4023496
0011177,C4023495
0011178,C4023494
0011179,C4023493
0011180,C4023492
0011181,C1851759
0011182,C4023491
0011183,C4023490
0011184,C4023489
0011185,C4021199
0011186,C4023488
0011187,C4023487
0011188,C4023486
0011189,C4023485
0011190,C4023484
0011191,C4023483
0011192,C4023482
0011193,C4023481
0011194,C4023480
0011195,C4023479
0011196,C4023478
0011197,C4023477
0011198,C4023476
0011199,C4023475
0011200,C4023474
0011201,C4023473
0011202,C4023472
0011203,C4023471
0011204,C4023470
0011205,C4023469
0011206,C4023468
0011207,C4023467
0011208,C4023466
0011209,C4021198
0011210,C4023465
0011211,C4023464
0011212,C4023463
0011213,C4023462
0011214,C4023461
0011215,C4023460
0011217,C4023459
0011218,C4023458
0011219,C4023457
0011220,C1837260
0011221,C4023456
0011222,C4023455
0011223,C4023454
0011224,C0266574
0011225,C0344503
0011226,C4023453
0011227,C0742906
0011228,C3277019
0011229,C1856121
0011230,C4023451
0011231,C1835802
0011232,C4023449
0011233,C4021197
0011234,C4023448
0011235,C4023447
0011236,C4023446
0011237,C4021196
0011238,C4021195
0011239,C4021194
0011240,C4020910
0011241,C4021193
0011242,C4021192
0011243,C4021191
0011244,C4023445
0011245,C4021190
0011246,C4021189
0011247,C4021188
0011248,C4023444
0011249,C4023443
0011250,C4021187
0011251,C4021186
0011252,C2315717
0011253,C4023442
0011254,C4023441
0011255,C4021185
0011256,C4021184
0011257,C4021183
0011258,C4021182
0011259,C4021181
0011260,C4021180
0011261,C4021179
0011262,C4021178
0011263,C4021177
0011264,C4021176
0011265,C4023440
0011266,C4021175
0011267,C4021174
0011268,C4023439
0011269,C4021173
0011270,C4021172
0011271,C4021171
0011272,C4013429
0011273,C0221278
0011274,C4023438
0011275,C1737260
0011276,C0162819
0011277,C4023437
0011278,C4023436
0011279,C4023435
0011280,C4023434
0011281,C4023433
0011282,C4021170
0011283,C4023432
0011284,C4023431
0011285,C4023430
0011286,C0085758
0011287,C4023429
0011288,C4023428
0011289,C4023427
0011290,C4023426
0011291,C4023425
0011292,C2206521
0011293,C2207327
0011294,C2206518
0011295,C2206520
0011296,C2206519
0011297,C3550704
0011298,C4023424
0011299,C4023423
0011300,C1968816
0011301,C0265624
0011302,C4023422
0011303,C4023421
0011304,C0426891
0011305,C4021169
0011307,C2117390
0011308,C4021168
0011309,C4021167
0011310,C4021166
0011311,C4023420
0011312,C4023419
0011313,C4021829
0011314,C4021165
0011315,C4020756
0011316,C4023417
0011317,C4023416
0011318,C4021164
0011319,C4021163
0011320,C4021162
0011321,C4023415
0011322,C4023414
0011323,C1849227
0011324,C4021161
0011325,C4021827
0011326,C0432124
0011327,C4021160
0011328,C4020755
0011329,C4023412
0011330,C0432122
0011331,C0015458
0011332,C3495417
0011333,C0431406
0011334,C4021159
0011335,C1839830
0011336,C4020754
0011337,C4023408
0011338,C4023407
0011339,C4023406
0011340,C4021158
0011341,C3151495
0011342,C2229182
0011343,C2237142
0011344,C1837397
0011345,C3532933
0011346,C3532934
0011347,C4023405
0011348,C4023404
0011349,C0271355
0011350,C3532948
0011351,C3532946
0011352,C3532947
0011353,C4020753
0011354,C4021157
0011355,C0850826
0011356,C4023402
0011357,NA
0011358,C4023400
0011359,C0277960
0011360,C4023399
0011361,C4023398
0011362,C4023397
0011363,C4023396
0011364,C0239804
0011365,C4023395
0011367,C1768507
0011368,C0494876
0011369,C0265985
0011370,C4023394
0011371,C4023393
0011372,C0266604
0011373,C4023392
0011374,C4023391
0011375,C4023390
0011376,C0542259
0011377,C4023389
0011378,C4023388
0011379,C4023387
0011380,C4023386
0011381,C4023385
0011382,C3552156
0011383,C4021156
0011384,C4021155
0011385,C4023384
0011386,C4023383
0011387,C1863752
0011388,C4021154
0011389,C4023382
0011390,C4023381
0011391,C4023380
0011392,C4023379
0011393,C4020751
0011394,C4020750
0011395,C4023378
0011396,C4023377
0011397,C4023376
0011398,C1842364
0011399,C4023375
0011400,C4021152
0011401,C4023374
0011402,C4023373
0011403,C4023372
0011404,C4021151
0011405,C1867487
0011406,C1846061
0011407,C4023371
0011408,C4023370
0011409,C4023369
0011410,C1384674
0011411,C0341808
0011412,C0042225
0011413,C0269825
0011414,C0270254
0011415,C0426234
0011416,C0554393
0011417,C0405028
0011418,C0269852
0011419,C0000832
0011420,C1546180
0011421,C4023368
0011422,C4023367
0011423,C0085679
0011424,C0854520
0011425,C4023366
0011426,C3532166
0011427,C4023365
0011428,C0743924
0011429,C4023364
0011430,C4023363
0011431,C4023362
0011432,C4023361
0011433,C4021150
0011434,C4021149
0011435,C4023360
0011436,C4023359
0011437,C4023358
0011438,C4023357
0011439,C4023356
0011440,C4023355
0011441,C4021148
0011442,C4023354
0011443,C4023353
0011444,C0231521
0011445,C0270742
0011446,C4023352
0011447,C0030779
0011448,C0238651
0011449,C0520823
0011450,C0007684
0011451,C2677180
0011452,C4021846
0011453,C4023350
0011454,C4023349
0011455,C0576900
0011456,C0576909
0011457,C0271321
0011458,C0740651
0011459,C0152018
0011460,C4023348
0011461,C4023347
0011462,C3554568
0011463,C1837352
0011464,C4023346
0011465,C4023345
0011466,C4023344
0011467,C0266251
0011468,C0278151
0011469,C0232608
0011470,C4023343
0011471,C4020748
0011472,C4023341
0011473,C0267456
0011474,C4023340
0011475,C4023339
0011476,C4023338
0011477,C0585545
0011478,C2675590
0011479,C4023337
0011480,C3640024
0011481,C1858567
0011482,C4023336
0011483,C0152252
0011484,C0152253
0011485,C4023334
0011486,C4023333
0011487,C3810451
0011488,C4023332
0011489,C4023331
0011490,C4023330
0011491,C4023329
0011492,C4023328
0011493,C4023327
0011494,C4021147
0011495,C4023326
0011496,C0085109
0011497,C0154916
0011498,NA
0011499,C0026961
0011500,C0344544
0011501,C0344262
0011502,C0344263
0011503,C4023324
0011504,C0730330
0011505,C0024440
0011506,C4023323
0011507,C4023322
0011508,C0024441
0011509,C0745109
0011510,C1260959
0011511,C4023321
0011512,C4021146
0011513,C0730304
0011514,C4023320
0011515,C4023319
0011516,C0302129
0011517,C4023318
0011518,C4023317
0011519,C4023316
0011520,C0155016
0011521,C0155016
0011522,C0155015
0011523,C0271119
0011524,C0346373
0011525,C0346376
0011526,C4023314
0011527,C1622439
0011528,C4021145
0011529,C4021144
0011530,C0035321
0011531,C0235812
0011532,C0423431
0011533,C1860405
0011534,C4023313
0011535,C2959688
0011536,C3178806
0011537,C3178807
0011538,C4023312
0011539,C3164429
0011540,C0232301
0011541,C4023310
0011542,C4023309
0011543,C4023308
0011544,C4023307
0011545,C4023306
0011546,C0344612
0011547,C0344629
0011548,C0344624
0011549,C4023305
0011550,C4023304
0011551,C4023303
0011552,C0344617
0011553,C0344615
0011554,C4023302
0011555,C0344622
0011556,C0344621
0011557,C4023301
0011558,C4023300
0011559,C4023299
0011560,C0344760
0011561,C4023298
0011562,C4023297
0011563,C4023296
0011564,C4021143
0011565,C0392482
0011566,C0344697
0011567,C0344730
0011568,C0344770
0011569,C4023295
0011570,C0158618
0011571,C0546965
0011572,C4021142
0011573,C4023294
0011574,C4023293
0011575,C4023292
0011576,C4023291
0011577,C4023290
0011578,C4023289
0011579,C3280940
0011580,C4023288
0011581,C0265809
0011582,C4023287
0011583,C4023286
0011584,C4023285
0011585,C4023284
0011586,C4023283
0011587,C4023282
0011588,C0345065
0011589,C3532020
0011590,C0265883
0011591,C4023281
0011592,C4023280
0011593,C0265885
0011594,C4023279
0011595,C4023278
0011596,C4023277
0011597,C4023276
0011598,C4021140
0011599,C0265865
0011600,C4023275
0011601,C4023274
0011602,C4023273
0011603,C0478012
0011604,C0003516
0011605,C4023272
0011606,NA
0011607,NA
0011608,C4021137
0011609,C4021136
0011610,C4021135
0011611,C0152419
0011612,C0345092
0011613,C0345093
0011614,C0345094
0011615,C4023271
0011616,C4023270
0011617,C4023269
0011618,C4023268
0011619,C4023267
0011620,C4023266
0011621,C0265812
0011622,C0221215
0011623,C0685707
0011624,C4023264
0011625,C4023263
0011626,C0036400
0011627,C4023262
0011628,C4023261
0011629,C0345140
0011630,C4023259
0011631,C4023258
0011632,C4023257
0011633,C4023256
0011634,C4023255
0011635,C4023254
0011636,C4023253
0011637,C4023252
0011638,C3472166
0011639,C3472165
0011640,C4023251
0011641,C0265898
0011642,C0344680
0011643,C2063331
0011644,C3163894
0011645,C2239253
0011646,C4023250
0011647,C0265879
0011648,C4023249
0011649,C4023248
0011650,C0431501
0011651,C3165091
0011652,C4023247
0011653,C4023246
0011654,C4023245
0011655,C4023244
0011656,C4023243
0011657,C4023242
0011658,C4023241
0011659,C1302264
0011660,C4021134
0011661,C0345040
0011662,C0243002
0011663,C2063326
0011664,C4021133
0011665,C1739395
0011666,C0344656
0011667,C4023240
0011668,C4023239
0011669,C4023238
0011670,C2677768
0011671,C4023237
0011672,C1960546
0011673,C1707298
0011674,C1112387
0011675,C0003811
0011676,C4023236
0011677,C4023235
